,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"C:\Users\tiegh\OneDrive\Documents\UNI\DMIS 3A\MUSIC ANALYTICS\week04\cant_help_falling_in_love.mid",26.0, 8.0, 42.0, 2.0, 58.0, 5.157, 48.0, 7.0, 4.0, 10.89, 2.0
